Cluster,Keio gene name,EcoGene Essentiality: Escherichia coli BW25113,Ancestral Essentiality,PastML Ancestral Essentiality,Core Essentiality,Conserved in Symbiont Genomes,TraDIS Essentiality: Klebsiella pneumoniae Ecl8,TraDIS Essentiality: Klebsiella pneumoniae RH201207,TraDIS Essentiality: Escherichia coli ST131 EC958,TraDIS Essentiality: Escherichia coli UPEC ST131 NCTC13441,TraDIS Essentiality: Escherichia coli BW25113,TraDIS Essentiality: Citrobacter rodentium ICC168,TraDIS Essentiality: Salmonella Typhi Ty2,TraDIS Essentiality: Salmonella Typhimurium A130,TraDIS Essentiality: Salmonella Typhimurium D23580,TraDIS Essentiality: Salmonella Typhimurium SL3261,TraDIS Essentiality: Salmonella Typhimurium SL1344,TraDIS Essentiality: Salmonella Enteritidis P125109,Locus: Klebsiella pneumoniae Ecl8,Locus: Klebsiella pneumoniae RH201207,Locus: Escherichia coli ST131 EC958,Locus: Escherichia coli UPEC ST131 NCTC13441,Locus: Escherichia coli BW25113 (Keio),Locus: Escherichia coli BW25113,Locus: Citrobacter rodentium ICC168,Locus: Salmonella Typhi Ty2,Locus: Salmonella Typhimurium A130,Locus: Salmonella Typhimurium D23580,Locus: Salmonella Typhimurium SL3261,Locus: Salmonella Typhimurium SL1344,Locus: Salmonella Enteritidis P125109,Locus: Secondary endosymbiont of Ctenarytaina eucalypti,Locus: Candidatus Moranella endobia PCIT,Locus: Secondary endosymbiont of Heteropsylla cubana,Locus: Candidatus Baumannia cicadellinicola strain BGSS,Locus: Candidatus Baumannia cicadellinicola strain B-GSS,Locus: Baumannia cicadellinicola str. Hc (Homalodisca coagulata),Locus: Blochmannia endosymbiont of Camponotus (Colobopsis) obliquus strain 757,Locus: Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri strain 675,Locus: Candidatus Blochmannia vafer str. BVAF,Locus: Candidatus Blochmannia floridanus,Locus: Candidatus Blochmannia pennsylvanicus str. BPEN,Locus: Candidatus Blochmannia chromaiodes str. 640,Locus: Wigglesworthia glossinidia endosymbiont of Glossina brevipalpis,Locus: Wigglesworthia glossinidia endosymbiont of Glossina morsitans morsitans,Locus: Buchnera aphidicola str. Sg (Schizaphis graminum),Locus: Buchnera aphidicola str. G002 (Myzus persicae),Locus: Buchnera aphidicola str. USDA (Myzus persicae),Locus: Buchnera aphidicola str. F009 (Myzus persicae),Locus: Buchnera aphidicola str. W106 (Myzus persicae),Locus: Buchnera aphidicola str. Ak (Acyrthosiphon kondoi),Locus: Buchnera aphidicola str. APS (Acyrthosiphon pisum),Locus: Buchnera aphidicola str. Tuc7 (Acyrthosiphon pisum),Locus: Buchnera aphidicola str. LL01 (Acyrthosiphon pisum),Locus: Buchnera aphidicola str. TLW03 (Acyrthosiphon pisum),Locus: Buchnera aphidicola str. JF98 (Acyrthosiphon pisum),Locus: Buchnera aphidicola str. JF99 (Acyrthosiphon pisum),Locus: Buchnera aphidicola str. 5A (Acyrthosiphon pisum),Locus: Buchnera aphidicola str. Ua (Uroleucon ambrosiae),Locus: Buchnera aphidicola str. Bp (Baizongia pistaciae),Locus: Buchnera aphidicola BCc,Locus: Buchnera aphidicola (Cinara tujafilina),Locus: Sodalis glossinidius str. morsitans,Locus: Sodalis praecaptivus strain HS1,Locus: Candidatus Sodalis pierantonius str. SOPE
Clust4433,NA,0,0,0,0,0,NA,3.324434888,NA,NA,NA,NA,2.845145072,NA,NA,NA,NA,NA,NA,ERS227112_04156,NA,NA,NA,NA,NA,t_6added,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clust4434,yjjQ,0,0,0,0,0,4.717850283,5.645417488,3.914517309,5.067192227,5.096571903,4.561968342,4.904346238,4.999803643,3.073297174,3.154930183,2.859250991,4.17541119,BN373_04451,ERS227112_02295,EC958_0095,NCTC13441_04031,b4365,BW25113_4365,ROD_48671,t4590,STM_MW44931,STMMW_44931,SL3261_4478,SL1344_4478,SEN4312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clust4435,ulaC,0,0,0,0,0,3.552926947,3.65791116,3.994914753,2.920310934,2.181701424,2.909114732,2.310640319,3.576555455,3.253590239,3.434645294,3.588483814,2.983296028,BN373_01991,ERS227112_02066,EC958_4682,NCTC13441_04258,b4195,BW25113_4195,ROD_32491,t4436,STM_MW43291,STMMW_43291,SL3261_4318,SL1344_4318,SEN4151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clust4436,NA,0,0,0,0,0,3.414229805,3.410791825,NA,NA,NA,2.598567066,4.654036383,NA,NA,NA,NA,NA,BN373_03241,ERS227112_01221,NA,NA,NA,NA,ROD_33611,t4260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clust4437,NA,0,0,0,0,0,4.604988923,3.242392007,NA,NA,NA,3.23641304,NA,NA,NA,NA,NA,NA,BN373_28581,ERS227112_04387,NA,NA,NA,NA,ROD_27981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clust4438,NA,0,0,0,0,0,NA,3.496320051,2.962560698,2.607816734,NA,NA,NA,NA,NA,NA,NA,NA,NA,ERS227112_05750,EC958_2330,NCTC13441_01738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clust4439,NA,0,0,0,0,0,NA,2.297846025,NA,NA,NA,3.31345989,NA,NA,NA,NA,NA,NA,NA,ERS227112_05749,NA,NA,NA,NA,ROD_12321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clust4440,ecpA,0,0,0,0,0,4.159448622,4.984519897,3.865032961,4.261865644,4.137010045,4.348805313,NA,NA,NA,NA,NA,NA,BN373_07791,ERS227112_02641,EC958_0438,NCTC13441_03677,b0293,BW25113_0293,ROD_29201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clust4441,NA,0,0,0,0,0,3.546421337,2.754091829,NA,NA,NA,NA,4.766606251,5.260776041,4.142776947,4.134567254,4.470615963,4.312331326,BN373_26811,ERS227112_04581,NA,NA,NA,NA,NA,t4552,STM_MW44481,STMMW_44481,SL3261_4432,SL1344_4432,SEN4263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clust4442,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,5.31895587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t4279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clust4443,ecpE,0,0,0,0,0,2.57176561,2.971854134,3.351968092,3.059696206,1.424618835,4.33859452,NA,NA,NA,NA,NA,NA,BN373_07831,ERS227112_02645,EC958_0434,NCTC13441_03681,b0289,BW25113_0289,ROD_29241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clust4444,NA,0,0,0,0,0,NA,5.311532654,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.385915755,NA,ERS227112_04158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEN1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clust4445,NA,0,0,0,0,0,NA,2.917604017,NA,NA,NA,1.958940315,4.001622562,NA,NA,NA,NA,NA,NA,ERS227112_01231,NA,NA,NA,NA,ROD_33501,t4266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clust4446,NA,0,0,0,0,0,3.58493422,2.857544423,NA,NA,NA,NA,NA,3.582317296,3.140715349,3.347300398,2.856757498,3.142428045,BN373_45501,ERS227112_00667,NA,NA,NA,NA,NA,NA,STM_MW35191,STMMW_35191,SL3261_3497,SL1344_3497,SEN3354A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clust4447,NA,0,0,0,0,0,3.367063296,NA,NA,NA,NA,NA,2.036445871,2.81397497,2.652603497,3.348391979,3.132726012,2.268014931,BN373_39671,NA,NA,NA,NA,NA,NA,t1136,STM_MW12651,STMMW_12651,SL3261_1194,SL1344_1194,SEN1793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clust4448,fimG,0,0,0,0,0,3.643654065,3.377619129,3.425849093,3.226015414,3.731554282,2.977418256,NA,NA,NA,NA,NA,NA,BN373_39241,ERS227112_01372,EC958_0050,NCTC13441_04075,b4319,BW25113_4319,ROD_29171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clust4449,sodC,0,0,0,0,0,3.206509266,2.156261273,3.09951298,2.028804768,-6.5,2.866103592,3.007464805,2.598832985,2.956654318,3.19710533,3.273854602,2.071128063,BN373_25661,ERS227112_04689,EC958_1869,NCTC13441_02235,b1646,BW25113_1646,ROD_14221,t1308,STM_MW14431,STMMW_14431,SL3261_1372,SL1344_1372,SEN1607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clust4450,evgA,0,0,0,0,0,4.188468279,5.084894202,2.047031618,4.519364328,3.726291849,NA,NA,NA,NA,NA,NA,NA,BN373_41331,ERS227112_01126,EC958_2698,NCTC13441_01347,b2369,BW25113_2369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clust4451,NA,0,0,0,0,0,3.639191812,3.090362371,NA,NA,NA,3.579208127,NA,NA,NA,NA,NA,NA,BN373_21191,ERS227112_05121,NA,NA,NA,NA,ROD_44571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clust4452,ycdZ,0,0,0,0,0,3.030277498,3.430961164,2.983000306,3.38411201,3.758578371,2.351392845,2.597690684,2.216568908,2.847846842,3.418043577,3.400640564,3.282105712,BN373_16731,ERS227112_03536,EC958_1227,NCTC13441_02875,b1036,BW25113_1036,ROD_10941,t1782,STM_MW11461,STMMW_11461,SL3261_1075,SL1344_1075,SEN1910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clust4453,NA,0,0,0,0,0,NA,2.872224449,NA,NA,NA,NA,3.03181159,NA,NA,NA,NA,NA,NA,ERS227112_01234,NA,NA,NA,NA,NA,t4270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clust4454,phnN,0,0,0,0,0,2.403397404,2.708626845,2.623842775,2.640831265,2.475170166,NA,NA,NA,NA,NA,NA,NA,BN373_01041,ERS227112_01968,EC958_4575,NCTC13441_04369,b4094,BW25113_4094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clust4455,cobC,0,0,0,0,0,3.100120701,3.481548613,3.3317846,3.12563065,3.313234869,3.140292009,2.893443838,3.074493805,3.200636418,3.206370228,3.444569836,2.73390729,BN373_12501,ERS227112_03112,EC958_0757,NCTC13441_03357,b0638,BW25113_0638,ROD_06571,t2224,STM_MW07081,STMMW_07081,SL3261_0631,SL1344_0631,SEN0612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clust4456,yqaA,0,0,0,0,0,3.192461585,3.005156264,2.342558345,2.433308292,3.141043934,3.218574798,2.590530326,2.674279367,2.013933318,2.968405558,2.15339769,1.770864925,BN373_36581,ERS227112_01641,EC958_2957,NCTC13441_01088,b2689,BW25113_2689,ROD_31221,t2716,STM_MW27861,STMMW_27861,SL3261_2804,SL1344_2804,SEN2664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clust4457,NA,0,0,0,0,0,2.961128715,2.359676437,NA,NA,NA,3.904824326,NA,NA,NA,NA,NA,NA,BN373_29921,ERS227112_04255,NA,NA,NA,NA,ROD_25161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clust4458,NA,0,0,0,0,0,NA,2.175368962,3.67827626,4.139848337,NA,4.373385553,4.759504908,4.808304395,3.434108301,3.68376727,3.636885696,4.220131303,NA,ERS227112_04785,EC958_0155,NCTC13441_03969,NA,NA,ROD_00191,t0044,STM_MW00431,STMMW_00431,SL3261_0043,SL1344_0043,SEN0042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clust4459,NA,0,0,0,0,0,NA,4.919565149,NA,NA,NA,3.225569654,4.707685906,NA,NA,NA,NA,NA,NA,ERS227112_01263,NA,NA,NA,NA,ROD_33321,t4357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clust4460,aceK,0,0,0,0,0,3.204399459,3.393496971,2.563481173,2.429675552,2.359407618,3.048609521,3.634925075,2.228294105,2.224603043,2.821764337,2.791833715,2.482560927,BN373_00041,ERS227112_01867,EC958_4463,NCTC13441_04479,b4016,BW25113_4016,ROD_37411,t4113,STM_MW41341,STMMW_41341,SL3261_4120,SL1344_4120,SEN3967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clust4461,NA,0,0,0,0,0,3.258998454,2.243378459,NA,NA,NA,4.031678569,4.885027675,NA,NA,0.031525741,2.586240704,4.400772686,BN373_25191,ERS227112_04736,NA,NA,NA,NA,ROD_16021,t1016,NA,NA,SL3261_1793,SL1344_1793,SEN1174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clust4462,NA,0,0,0,0,0,4.037421862,4.204446667,NA,NA,NA,3.316803847,2.821518183,3.274150865,2.565836883,3.343659562,3.261812886,2.815299815,BN373_23241,ERS227112_04917,NA,NA,NA,NA,ROD_27061,t0519,STM_MW23671,STMMW_23671,SL3261_2314,SL1344_2314,SEN2327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clust4463,ynjD,0,0,0,0,0,1.0857114,1.644208633,3.126152801,2.430291285,3.638991604,2.859850561,NA,NA,NA,NA,NA,NA,BN373_18371,ERS227112_05519,EC958_1977,NCTC13441_02124,b1756,BW25113_1756,ROD_13031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clust4464,nsrR,0,0,0,0,0,3.888090582,3.716334789,3.574317704,2.828206034,3.261774015,3.214678065,3.285701274,3.715748574,3.804806762,4.233798324,3.961502946,3.405136795,BN373_01871,ERS227112_02055,EC958_4665,NCTC13441_04275,b4178,BW25113_4178,ROD_32381,t4418,STM_MW43111,STMMW_43111,SL3261_4300,SL1344_4300,SEN4133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clust4465,NA,0,0,0,0,0,2.943450914,3.882489005,NA,NA,NA,NA,3.238133251,2.346555971,3.06877161,3.284279618,2.879063872,2.539096456,BN373_04471,ERS227112_02297,NA,NA,NA,NA,NA,t4592,STM_MW44951,STMMW_44951,SL3261_4480,SL1344_4480,SEN4314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clust4466,NA,0,0,0,0,0,NA,2.759646546,NA,NA,NA,3.622186559,5.095927811,NA,NA,NA,NA,1.974466093,NA,ERS227112_05412,NA,NA,NA,NA,ROD_36701,t1109,NA,NA,NA,NA,SEN1395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clust4467,NA,0,0,0,0,0,NA,NA,NA,NA,NA,2.757639806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ROD_02671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clust4468,ydhK,0,0,0,0,0,3.624684132,2.381190521,3.024953585,1.988859841,3.15333233,3.193499305,2.474886912,2.634064224,3.292925949,3.437489809,3.514081518,2.349798626,BN373_25651,ERS227112_04690,EC958_1868,NCTC13441_02236,b1645,BW25113_1645,ROD_14231,t1309,STM_MW14441,STMMW_14441,SL3261_1373,SL1344_1373,SEN1606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clust4469,NA,0,0,0,0,0,3.525591307,3.35518442,NA,NA,NA,NA,NA,2.803892921,2.931697412,3.29281947,3.826787164,2.047983407,BN373_36071,ERS227112_01695,NA,NA,NA,NA,NA,NA,STM_MW04221,STMMW_04221,SL3261_0347,SL1344_0347,SEN0335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clust4470,NA,0,0,0,0,0,4.493548093,4.781479144,NA,NA,NA,NA,4.00003537,2.719458781,2.383244731,3.18898544,2.695113615,2.795558821,BN373_15741,ERS227112_03447,NA,NA,NA,NA,NA,t1933,STM_MW10121,STMMW_10121,SL3261_0938,SL1344_0938,SEN0905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clust4471,NA,0,0,0,0,0,NA,4.249017766,4.600815558,4.874303294,NA,NA,NA,NA,NA,NA,NA,NA,NA,ERS227112_05577,EC958_5059,NCTC13441_00775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clust4472,NA,0,0,0,0,0,NA,NA,4.637612803,4.894878249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EC958_5060,NCTC13441_00777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clust4473,yphA,0,0,0,0,0,1.174980763,2.759988636,5.032976202,4.681952075,3.390311621,NA,NA,NA,NA,NA,NA,NA,BN373_35331,ERS227112_00040,EC958_2849,NCTC13441_01198,b2543,BW25113_2543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clust4474,mscK,0,0,0,0,0,3.32787395,3.779965915,3.222016031,3.409777643,3.314876846,3.405871331,3.202297944,3.244150337,3.154218721,3.556891349,3.343635482,3.156426287,BN373_09341,ERS227112_02799,EC958_0604,NCTC13441_03513,b0465,BW25113_0465,ROD_05201,t2382,STM_MW05481,STMMW_05481,SL3261_0471,SL1344_0471,SEN0459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clust4475,NA,0,0,0,0,0,4.05228345,3.720399729,NA,NA,NA,3.771379068,5.027822149,NA,NA,NA,NA,NA,BN373_03221,ERS227112_01223,NA,NA,NA,NA,ROD_33591,t4261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clust4476,ebgC,0,0,0,0,0,3.087120554,NA,4.776678632,5.094592505,4.692724922,NA,NA,NA,NA,NA,NA,NA,BN373_41591,NA,EC958_3483,NCTC13441_00615,b3077,BW25113_3077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clust4477,vsr,0,0,0,0,0,2.90509657,2.078308472,2.697349395,2.142135144,2.533503818,2.731089324,1.904508246,2.721074069,2.268832402,2.606773691,2.77813252,2.310448812,BN373_30101,ERS227112_04233,EC958_2225,NCTC13441_01864,b1960,BW25113_1960,ROD_20391,t0887,STM_MW19701,STMMW_19701,SL3261_1919,SL1344_1919,SEN1019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clust4478,yfiB,0,0,0,0,0,2.87546311,3.13999943,2.827577906,3.091901344,3.001066069,2.957863669,NA,NA,NA,NA,NA,NA,BN373_35801,ERS227112_01717,EC958_2907,NCTC13441_01136,b2605,BW25113_2605,ROD_25551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clust4479,NA,0,0,0,0,0,3.635105402,NA,NA,NA,NA,NA,1.885499517,2.024094238,2.936913385,2.662650466,2.647896022,1.117686095,BN373_39681,NA,NA,NA,NA,NA,NA,t1137,STM_MW12661,STMMW_12661,SL3261_1195,SL1344_1195,SEN1792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clust4480,NA,0,0,0,0,0,3.412047358,3.588083164,NA,NA,NA,3.819130175,3.631105868,4.707399598,-1.926499295,-1.012925876,1.185049556,3.591788428,BN373_38981,ERS227112_01399,NA,NA,NA,NA,ROD_28941,t1789,STM_MW11401,STMMW_11401,SL3261_1069,SL1344_1069,SEN0992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clust4481,NA,0,0,0,0,0,3.236414821,3.303225516,NA,NA,NA,4.020416592,NA,NA,NA,NA,NA,NA,BN373_38811,ERS227112_01416,NA,NA,NA,NA,ROD_37181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clust4482,yiiR,0,0,0,0,0,3.598410613,3.326969591,4.152552144,4.371880104,3.631584342,3.415782835,1.319365197,2.952091891,3.0102935,3.064111611,3.203611254,2.082482502,BN373_46451,ERS227112_00576,EC958_4406,NCTC13441_04579,b3921,BW25113_3921,ROD_38261,t3535,STM_MW40481,STMMW_40481,SL3261_4032,SL1344_4032,SEN3873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
