gene,essential,gene_ori,gene_left,gene_right,median_coding,median_template,mad_coding,mad_template,coding,template,operon
creB,FALSE,+,4634030,4634719,-0.460900793,-0.533220325,0.052806821,0.100779823,3,5,creABCD
araJ,FALSE,-,410521,411705,-0.460640426,-0.176861533,0.089975332,0.285539177,5,14,araJ
mtlA,FALSE,+,3770304,3772217,-0.46055729,-0.453554074,0.227961651,0.275785988,15,15,mtlADR
bglJ,FALSE,+,4602183,4602860,-0.460350116,-0.260690074,0.090994766,0,3,1,yjjQ-bglJ
bamE,FALSE,+,2751627,2751968,-0.460228588,-0.411180252,0,0.106498074,1,3,bamE
sohB,FALSE,+,1327356,1328405,-0.460056653,-0.514581333,0.137636096,0.473433725,4,6,sohB
aroA,FALSE,+,958035,959318,-0.459276666,-0.36444039,0.195694912,0.241244046,9,8,serC-aroA
oppF,FALSE,+,1303788,1304792,-0.459112022,-0.505661217,0.117692756,0.484887,8,7,oppABCDF
ytjC,FALSE,+,4631820,4632467,-0.45907364,-0.595584666,0.222335904,0.092221345,6,6,ytjC
yfbV,FALSE,-,2410699,2411154,-0.4590385,-0.789328023,0.282464461,0.097412702,3,5,yfbV
artJ,FALSE,-,899067,899798,-0.459016807,-0.170553857,0.149073628,0.070120001,6,6,artJ
yjdM,FALSE,-,4324422,4324757,-0.458969867,-1.127966935,0.024556585,1.064231437,3,2,yjdM
rsmE,FALSE,+,3089156,3089887,-0.458729502,-0.977833388,0.147051788,0.573417491,4,6,rsmE-gshB
arpA,FALSE,-,4218324,4220510,-0.458704846,-0.465877596,0.158401294,0.290025438,8,5,arpA
umuD,FALSE,+,1229990,1230409,-0.458671219,-0.497476717,0.230182243,0.373629514,2,2,umuDC
ycjS,FALSE,+,1374856,1375911,-0.45861651,-0.237461122,0.089809339,0.242867733,5,13,ycjMNOPQRSTUV-ymjB
yjjA,FALSE,-,4597718,4598212,-0.458507448,-0.320551625,0.199676206,0.078688671,3,4,yjjB-dnaTC-yjjA
gatR_2,FALSE,-,2169419,2169757,-0.457380174,-0.360074393,0.281759694,0.18207553,2,4,gatR_2
clcB,FALSE,+,1663339,1664595,-0.456923435,-0.442656634,0.337690442,0.385354595,9,19,clcB
yebV,FALSE,+,1919804,1920040,-0.456354514,-0.157037563,0.102624606,0.218969616,4,2,yebV
adiA,FALSE,-,4336277,4338544,-0.456348059,-0.362435634,0.210673662,0.271170883,16,16,adiA
rimO,FALSE,-,875933,877258,-0.456143873,-0.336634205,0.07665911,0.190700709,10,9,rimO
modB,FALSE,+,795085,795774,-0.456041899,-0.441166594,0.109934976,0.157652571,2,3,modABC
nagA,FALSE,-,700826,701974,-0.456024626,-0.225509125,0.261682205,0.147943864,9,4,nagBAC-umpH
uvrA,FALSE,-,4269072,4271894,-0.455928795,-0.248355701,0.231519222,0.377595579,19,20,uvrA
ybjS,FALSE,-,904963,905976,-0.455896723,-0.314533488,0.081698759,0.30926507,7,10,ybjS
hyfJ,FALSE,+,2609479,2609892,-0.45584393,-0.344851841,0.129677732,0.133671703,4,3,hyfABCDEFGHIJR-focB
dgkA,FALSE,+,4254660,4255028,-0.455663549,-0.67567278,0,0,1,1,dgkA
purU,FALSE,-,1287005,1287847,-0.455213065,-1.201310653,0.077014124,0,4,1,purU
argF,FALSE,-,288525,289529,-0.455104757,-0.323386346,0.219531169,0.431206374,9,8,argF
yhjV,FALSE,+,3698586,3699857,-0.454885668,-0.228673407,0.361001418,0.410741979,6,9,yhjV
psiE,FALSE,+,4238348,4238758,-0.45481663,-0.167292546,0.2652486,0.014271211,1,2,psiE
ilvM,FALSE,+,3950224,3950487,-0.454590202,NA,0.208227785,NA,4,0,ilvLXG_1G_2MEDA
tsr,FALSE,+,4589680,4591335,-0.454589245,-0.366090789,0.335307869,0.383100845,5,17,tsr
clpA,FALSE,+,922487,924763,-0.454216426,-0.290343076,0.185296809,0.345462382,16,21,clpA
aroD,FALSE,+,1772710,1773468,-0.454111581,NA,0.310716113,NA,3,0,ydiNB-aroD
yfiP,FALSE,+,2717245,2717943,-0.454001946,-0.123685185,0.261162293,0.109504019,5,3,yfiP-patZ
ydgI,FALSE,+,1677581,1678963,-0.453938904,-0.438823851,0.330362025,0.221387648,9,12,ydgI-folM
yhjH,FALSE,-,3676443,3677210,-0.45392798,-0.239799413,0.06691271,0.233769122,5,4,yhjH
yeiH,FALSE,+,2247739,2248788,-0.453556457,-0.210590017,0.42830938,0.29110564,10,7,yeiH
idnT,FALSE,-,4489229,4490548,-0.453485761,-0.218073935,0.234287806,0.068761763,4,10,idnDOTR
yeaH,FALSE,+,1866979,1868262,-0.453325205,-0.3248392,0.109083433,0.159780208,11,11,yeaGH
ybcK,FALSE,+,568125,569651,-0.453240979,-0.432279485,0.014015066,0.021434352,3,4,ybcK
znuC,FALSE,+,1940686,1941441,-0.453090359,-0.015119043,0.154860844,0.073081318,6,6,znuCB
yjhH,FALSE,-,4522128,4523033,-0.453042989,-0.202903591,0.192666569,0.21338679,11,4,yjhIHG
caiT,FALSE,-,40417,41931,-0.453026991,-0.253921511,0.159037952,0.290659219,6,16,caiTABCDE
hepA,FALSE,-,60358,63264,-0.453005201,-0.291348144,0.13425026,0.246798287,15,22,hepA
ycjF,FALSE,+,1383535,1384596,-0.452784899,-0.29976632,0.155027466,0.144348917,4,8,ycjXF-tyrR
yidB,FALSE,-,3875090,3875488,-0.452765692,-0.485358468,3.26E-05,0.484289893,2,5,yidB
dusC,FALSE,-,2227460,2228407,-0.452234298,-0.821798299,0.146295366,0.529418879,7,5,dusC
hcr,FALSE,-,910405,911373,-0.452212499,-0.335192196,0.347723316,0.211423002,9,6,hcp-hcr
lysR,FALSE,+,2977043,2977978,-0.452020052,-0.421147319,0.155879573,0.140511237,8,4,lysR
rtcA,FALSE,-,3553855,3554871,-0.45186846,-0.421555519,0.075625308,0.129911853,3,10,rtcBA
purD,FALSE,-,4202665,4203954,-0.451554298,-0.261925734,0.297451494,0.170647695,12,20,purHD
lpxT,FALSE,+,2266876,2267589,-0.451535886,-0.357861776,0.224439223,0.308567965,3,4,yeiR-lpxT
dcuS,FALSE,-,4348054,4349685,-0.451236264,-0.269577199,0.112388012,0.237816216,6,14,dcuSR
srlB,FALSE,+,2825384,2825755,-0.450937351,-0.867000844,0,0.275435245,1,3,srlAEBD-gutM-srlR-gutQ
mdtG,FALSE,-,1113487,1114713,-0.450863517,-0.380560431,0.230576559,0.331894281,11,10,mdtG
yafY,FALSE,-,265334,265777,-0.450713467,-0.251053638,0.103849308,0.404437095,4,3,yafY-ykfBF-yafX-ykfGH-yafW-ykfI
nupC,FALSE,+,2511064,2512266,-0.45071239,-0.467934659,0.145692741,0.124703188,8,10,nupC
paaE,FALSE,+,1454454,1455524,-0.450584611,-0.5628464,0.352990443,0.307955214,7,7,paaABCDEFGHIJK
elfA,FALSE,+,997091,997630,-0.45055702,-0.194243479,0.015342228,0,3,1,elfA
yigM,FALSE,+,4009099,4009998,-0.450428765,-0.251937462,0.174385786,0.353056626,8,8,yigM
ylcI,FALSE,-,579474,579668,-0.449613662,NA,0,NA,1,0,ylcI
yebT,FALSE,+,1915534,1918167,-0.449349933,-0.327352375,0.225896903,0.294866875,9,27,yebST
cynT,FALSE,+,358023,358682,-0.449336481,-0.351241716,0.294641281,0.25075518,4,3,cynTSX
narH,FALSE,+,1282827,1284365,-0.44891982,-0.303451336,0.170782456,0.120273388,7,11,narGHJI
norW,FALSE,+,2831934,2833067,-0.448889452,-0.309355195,0.115614785,0.380337973,6,12,norVW
pgrR,FALSE,+,1390015,1390914,-0.44860469,-0.453966764,0.201987037,0.160576666,6,5,pgrR
rlmG,FALSE,-,3232761,3233897,-0.448541601,-0.240208556,0.160803965,0.126669143,6,6,rlmG
fhuB,FALSE,+,171462,173444,-0.448412572,-0.403708801,0.259406668,0.216837579,4,22,fhuACDB
trmL,FALSE,+,3779238,3779711,-0.448384044,-0.798503948,0.106034262,0.641461577,2,4,trmL
ycfL,FALSE,+,1161470,1161847,-0.448266394,-0.248004381,0.024704769,0.126271537,3,7,hinT-ycfL-lpoB-thiK-nagZ-ycfP
yebO,FALSE,-,1906285,1906572,-0.448190131,-0.23109938,0.026302609,0,1,1,yebO
nudG,FALSE,+,1839514,1839921,-0.448160026,-0.271918394,0.141570465,0.463024697,3,3,nudG
dcuB,FALSE,-,4345427,4346767,-0.447965417,-0.108045353,0.281390127,0.150863498,7,10,dcuB-fumB
pepT,FALSE,+,1185067,1186293,-0.447667255,-0.3705526,0.023076514,0.186694645,3,8,pepT
yrhB,FALSE,+,3582782,3583066,-0.447538135,-0.515255502,0,0,1,1,yrhB
manY,FALSE,+,1901106,1901906,-0.447512475,-0.505632248,0.1285209,0.195569655,5,4,manXYZ
yhjA,FALSE,-,3665814,3667211,-0.44741838,-0.245767124,0.475202837,0.404134793,5,17,yhjA
scpB,FALSE,+,3062015,3062800,-0.447386766,-0.499618536,0.315434575,0.068568521,3,5,scpA-argK-scpBC
ulaA,FALSE,+,4418003,4419400,-0.447338506,-0.260272262,0.295998014,0.222402568,14,10,ulaABCDEF
ydiF,FALSE,+,1773611,1775206,-0.447278263,-0.522893342,0.177054819,0.868268019,8,6,ydiFO
pncB,FALSE,-,988377,989579,-0.447235986,-0.13592066,0.179440548,0.277971927,11,3,pncB
ygfI,FALSE,-,3064299,3065195,-0.447228969,-0.137250062,0.345929107,0,6,1,ygfI
soxS,FALSE,-,4275083,4275406,-0.447115542,NA,0.036443942,NA,3,0,soxS
tmcA,FALSE,-,2591866,2593881,-0.446919011,-0.337226896,0.144466452,0.263250605,8,18,ypfJ-tmcA
hcp,FALSE,-,911385,913037,-0.446502605,-0.332402047,0.065877082,0.350280305,11,7,hcp-hcr
paoD,FALSE,-,296994,297950,-0.446501047,-0.271844047,0.138283908,0.406948069,7,18,paoABCD
msrB,FALSE,-,1860040,1860453,-0.445992649,0.09800923,0.122352803,0.239386291,3,3,msrB
agaA,FALSE,+,3279144,3279647,-0.445810007,-0.662702392,0.15459538,0.611441069,2,6,kbaZ-agaVWA
yqfA,FALSE,-,3040511,3041170,-0.44576758,-0.31282122,0.10549269,0.182736718,3,6,yqfA
yqgB,FALSE,-,3083942,3084073,-0.445705065,0.106938156,0.095846004,0,2,1,yqgB
yajR,FALSE,-,444526,445890,-0.445541068,-0.288477104,0.085931277,0.322536197,5,15,yajR
hybA,FALSE,-,3142176,3143162,-0.445348737,-0.515561071,0.142550227,0.543837093,5,6,hybOABCDEFG
nudJ,FALSE,-,1193050,1193511,-0.445184026,NA,0,NA,1,0,rluE-nudJ
yheU,FALSE,+,3482240,3482458,-0.445014923,-0.229664239,0.096925474,0.038731514,2,2,yheSTU
rlmI,FALSE,-,1028002,1029192,-0.444300172,-0.318187871,0.395155827,0.38890172,5,13,rlmI
torY,FALSE,-,1955056,1956156,-0.444236926,-0.153950177,0.188634342,0.134218152,7,4,torYZ
pldA,FALSE,+,4002885,4003754,-0.443684497,-0.352471479,0.248908546,0.25541498,4,14,pldA
rarA,FALSE,+,937217,938560,-0.44355939,-0.604519254,0.278310813,0.496810906,6,10,lolA-rarA
yncG,FALSE,+,1524271,1524888,-0.44351399,-0.236936276,0.024793075,0.096082369,3,4,yncG
eutQ,FALSE,-,2572324,2573025,-0.44345812,-0.333284465,0.121542918,0.476925093,5,8,eutSPQTDM
kefB,FALSE,-,3476824,3478629,-0.443402492,-0.38897562,0.21318147,0.208806663,8,23,kefGB-yheV
yheT,FALSE,+,3481224,3482246,-0.443179662,-0.264777515,0.224769597,0.185691488,8,4,yheSTU
opgB,FALSE,-,4595173,4597464,-0.443101434,-0.32221143,0.245209026,0.174845733,10,15,opgB
yeiE,FALSE,-,2246759,2247640,-0.442835777,-0.434778282,0.138197455,0.334461909,3,9,yeiE
pppA,FALSE,-,3111565,3112374,-0.442083776,-0.092296863,0.074414178,0.291033318,6,3,pppA
metE,FALSE,+,4011076,4013337,-0.441900353,-0.355202276,0.22689271,0.237757481,15,19,metE
wzxE,FALSE,+,3974301,3975551,-0.441885818,-0.349559739,0.198464671,0.337470499,7,14,rfe-wzzE-wecBC-rffGHC-wecE-wzxE-wecF-rffT-rffM
yihX,FALSE,+,4073576,4074175,-0.441877278,-0.340036688,0.028189603,0.210083245,4,2,yihXY-dtd-yiiD
nadC,FALSE,-,117752,118645,-0.441670044,-0.136324209,0.079364681,0.347112385,4,8,nadC
yceA,FALSE,+,1116030,1117082,-0.441668071,-0.358763856,0.080373312,0.120512227,4,5,yceA
yeaP,FALSE,+,1875739,1876764,-0.441605543,-0.416004032,0.317551353,0.079196177,6,6,yeaP
ccmG,FALSE,-,2290429,2290986,-0.441567023,-0.341053111,0.053885825,0.066471343,2,5,napFDAGHBC-ccmABCDEFGH
gcvT,FALSE,-,3047595,3048689,-0.441255299,-0.313384209,0.107847784,0.256431461,7,12,gcvTHP
malF,FALSE,-,4241554,4243098,-0.440803396,-0.25587607,0.160159795,0.307242487,6,13,malEFG
thiD,FALSE,-,2181738,2182538,-0.440766767,-0.418925799,0.207998672,0.169025771,6,4,thiMD
mdtK,FALSE,+,1741481,1742854,-0.440585078,-0.451353626,0.195810733,0.231065149,10,14,mdtK
gutQ,FALSE,+,2827835,2828800,-0.440350753,-0.356564788,0.26504786,0.3845468,6,7,srlAEBD-gutM-srlR-gutQ
uxaB,FALSE,-,1607253,1608704,-0.440257601,-0.589834508,0.261469131,0.790863743,7,9,uxaB
purT,FALSE,+,1928905,1930083,-0.440016441,-0.599017368,0.115811193,0.447853023,12,8,purT
flgN,FALSE,-,1128637,1129053,-0.440007306,-0.152173138,0.166678474,0.191098283,3,4,flgAMN
ttdA,FALSE,+,3204485,3205396,-0.43996121,-0.40661911,0.144996914,0.461478372,9,7,ttdABT
nfsB,FALSE,-,603994,604647,-0.439887566,-0.687163335,0.108557372,0.213436493,4,2,nfsB
aaeR,FALSE,+,3387542,3388471,-0.43976405,-0.236656177,0.062118982,0.206181771,5,6,aaeR
kgtP,FALSE,-,2722470,2723768,-0.439742542,-0.178822658,0.21900879,0.089856743,5,12,kgtP
ynjD,FALSE,+,1836771,1837424,-0.439723799,-0.195262478,0.232885205,0.259028068,7,3,ydjXYZ-ynjABCD
mpaA,FALSE,-,1387894,1388622,-0.439700142,-0.204818651,0.128523683,0.01865208,7,3,ycjY-ymjDC-mpaA
hisA,FALSE,+,2093149,2093886,-0.439663909,-0.293355734,0.04974345,0.274521025,2,6,hisLGDCBHAFI
agaR,FALSE,-,3275878,3276687,-0.439596231,-0.465947287,0,0.212307895,1,8,agaR
yafN,TRUE,+,252005,252298,-0.439595131,-0.041278769,0.129119642,0,3,1,dinB-yafNOP
eutA,FALSE,-,2563503,2564906,-0.439168868,-0.495828244,0.267391883,0.296594848,11,14,eutHA
cysN,FALSE,-,2872014,2873441,-0.438719485,-0.320977992,0.297115317,0.22299051,6,11,cysDNC
abgA,FALSE,-,1401279,1402589,-0.438642448,-0.299820909,0.266204016,0.21963749,7,10,abgABT-ogt
yeaX,FALSE,+,1883869,1884834,-0.438207504,-0.425298905,0.053239798,0.240156284,4,6,yeaX
yqgD,FALSE,-,3084421,3084672,-0.438182742,-0.883924936,0,0,1,1,yqgD
ypfJ,FALSE,-,2593896,2594759,-0.437879653,-0.200754318,0.394178211,0.151362931,8,7,ypfJ-tmcA
symE,FALSE,-,4577522,4577863,-0.437867722,-0.488117294,0.024007844,0.156818115,3,2,symE
tdcF,TRUE,-,3257743,3258132,-0.43767035,-0.210772682,0.041648968,0.117606282,7,3,tdcABCDEFG
ccmA,FALSE,-,2295043,2295666,-0.437587998,-0.57593034,0.122629517,0.074713699,3,3,napFDAGHBC-ccmABCDEFGH
rnd,FALSE,-,1884888,1886015,-0.437558292,-0.318328651,0.267286966,0.05335712,6,8,rnd
radA,FALSE,+,4623935,4625317,-0.437238688,-0.245977348,0.12187359,0.286959774,6,16,serB-radA-nadR
proW,FALSE,+,2804032,2805096,-0.437147225,-0.397092134,0.285783186,0.309904529,10,10,proVWX
mnaT,FALSE,-,1516352,1516870,-0.436873104,-0.311684398,0.034728828,0.1035956,4,8,mnaT-ydcZ
yghF,FALSE,-,3110076,3110942,-0.436559728,-0.464992066,0.297183097,0.58138963,6,8,yghF
psuK,FALSE,-,2256377,2257318,-0.436467773,-0.295029424,0.13467918,0.117230135,4,7,psuKG
grxD,FALSE,-,1731778,1732125,-0.436428885,-0.121761149,0.197950227,0.104459575,6,3,grxD
pdxA,FALSE,-,52427,53416,-0.436107228,-0.442869181,0.468723543,0.15078427,11,9,lptD-surA-pdxA-rsmA-apaGH
creA,FALSE,+,4633544,4634017,-0.435978788,-0.198241254,0.054043591,0.111963108,2,5,creABCD
yfdE,FALSE,-,2486045,2487190,-0.435964827,-0.637579694,0.235837063,0.390283211,6,6,yfdX-frc-oxc-yfdVE
ydfT,FALSE,-,1640513,1641265,-0.435963184,-0.181873451,0.059930779,0.283880074,3,6,ydfUT
paaJ,FALSE,+,1458917,1460122,-0.435755868,-0.357173198,0.264861177,0.241707985,10,16,paaABCDEFGHIJK
yicL,FALSE,+,3836271,3837194,-0.435717791,-0.142902389,0.03129951,0.200853008,2,8,yicL
fdoI,FALSE,-,4079248,4079883,-0.435674307,-0.36885886,0.108284766,0.112494124,3,6,fdoGHI-fdhE
fixC,FALSE,+,44180,45466,-0.43557475,-0.274737803,0.382283319,0.161565844,12,4,fixABCX
corA,FALSE,+,3999449,4000399,-0.435496056,-0.2359195,0.169974806,0.309984834,5,11,corA
frdB,FALSE,-,4377806,4378540,-0.435478576,-0.514321159,0.176510897,0.529858759,7,6,frdABCD
metQ,FALSE,-,220113,220928,-0.434793688,-0.20273104,0.128341105,0.278656317,8,2,metNIQ
hypF,FALSE,-,2833195,2835447,-0.434632215,-0.3594788,0.122813271,0.340711196,15,19,hydN-hypF
yhbV,TRUE,+,3300511,3301389,-0.434523162,-0.170672278,0.081234255,0.237868767,5,5,yhbUV
ydjN,FALSE,+,1808958,1810349,-0.434493794,-0.379932947,0.168562062,0.245463612,4,7,ydjN
yfjU,FALSE,-,2769862,2770176,-0.434410321,NA,0.12000341,NA,3,0,ypjM_3-yfjU
leuD,FALSE,-,78848,79453,-0.434362309,-0.492644169,0.174810094,0.20050859,5,5,leuLABCD
ilvB,FALSE,-,3849119,3850807,-0.434297131,-0.321376349,0.142629086,0.191864944,18,6,ivbL-ilvBN-uhpABC
sutR,FALSE,+,1504196,1504732,-0.434160338,-0.307139913,0.348403078,0.667176113,3,6,sutR
rimK,FALSE,+,891190,892092,-0.434146173,-0.322933545,0.31320372,0.223475067,3,10,ybjC-nfsA-rimK-ybjN
yhjC,FALSE,+,3670365,3671336,-0.433905638,-0.25733491,0.14751994,0.089893302,10,4,yhjC
nrdG,FALSE,-,4457923,4458387,-0.433460047,-0.165003276,0.364530838,0.087932578,4,2,nrdDG
cynS,FALSE,+,358713,359183,-0.433140475,-0.55159831,0.204871733,0.040122261,5,2,cynTSX
higB,FALSE,-,3232163,3232477,-0.432899449,-0.398201505,0,0.047243726,1,3,higBA
bglA,FALSE,+,3041684,3043123,-0.432874586,-0.414570795,0.214848535,0.310074057,9,8,bglA
rpiR,FALSE,-,4310124,4311014,-0.432712522,-0.468824047,0.250204954,0.152649225,2,5,rpiR-alsBACE
ymdA,FALSE,+,1104637,1104948,-0.432701821,-0.312784296,0,0.085199126,1,2,ymdA
argD,FALSE,-,3486982,3488202,-0.432506057,-0.273051099,0.193275679,0.345945065,10,14,argD
leuB,FALSE,-,80867,81958,-0.432500208,-0.350416333,0.198138606,0.179471769,8,8,leuLABCD
cusB,FALSE,+,596702,597925,-0.432332151,-0.240978687,0.180374939,0.257800506,14,9,cusCFBA
hypT,FALSE,-,4555401,4556312,-0.432232234,-0.298527875,0.192715627,0.245149295,5,7,hypT
yafV,FALSE,-,239419,240189,-0.432100168,-0.43952301,0.150968971,0.0667675,5,7,yafV
rutF,FALSE,-,1069083,1069577,-0.431852997,-0.220020655,0.110678737,0.091604007,5,5,rutABCDEFG
uspE,FALSE,-,1395696,1396646,-0.431501753,-0.350333253,0.095881742,0.2733096,8,9,uspE
clsC,FALSE,+,1105578,1106999,-0.431319386,-0.303545745,0.158331226,0.223482563,9,16,ymdB-clsC
sdaA,FALSE,+,1894956,1896320,-0.431302266,-0.358956719,0.139838052,0.385231795,5,9,sdaA
xseA,FALSE,+,2632254,2633624,-0.431170129,-0.334221172,0.099496532,0.240058854,12,8,xseA
uxuR,FALSE,+,4552599,4553372,-0.431132531,-0.596990018,0.304704479,0.590405389,7,5,uxuR
roxA,FALSE,-,1186342,1187463,-0.431079361,-0.365824014,0.172833493,0.381108084,7,13,roxA
hycI,FALSE,-,2840595,2841065,-0.431060079,-0.554792365,0.166891117,0.533034739,2,3,hycABCDEFGHI
yciH,FALSE,+,1340682,1341008,-0.430817598,-0.875273572,0,0.014927419,1,3,lapAB-pyrF-yciH
ychN,FALSE,-,1272469,1272822,-0.430703669,-0.125684956,0.014025613,0.086276484,2,3,ychN
rhsA,FALSE,+,3760206,3764339,-0.430685887,-0.584134857,0.120090072,0.322945933,2,2,rhsA-yibA
napF,FALSE,-,2301025,2301519,-0.430639918,-0.390995713,0.107902447,0.146370165,3,5,napFDAGHBC-ccmABCDEFGH
yeeS,FALSE,+,2074332,2074778,-0.430259366,-1.940627838,0.046220219,2.997369212,10,2,yeeRST-cbeA-cbtA-yeeW
yraH,FALSE,+,3285448,3286032,-0.430124648,-0.413661111,0,0.148022423,1,4,yraH
gltB,FALSE,+,3352654,3357207,-0.430065657,-0.280374263,0.209304289,0.203308608,32,36,gltBDF
yieL,FALSE,-,3897431,3898627,-0.429975546,-0.464613999,0.10278751,0.376335866,11,10,bglH-yieLK
appB,FALSE,+,1038519,1039655,-0.429845808,-0.50814047,0.339717828,0.602003305,5,8,appCBXA
hisG,FALSE,+,2088216,2089115,-0.429834268,-0.364262964,0.150450276,0.083395467,7,4,hisLGDCBHAFI
fdnG,FALSE,+,1545425,1548472,-0.429701728,-0.457511526,0.263064739,0.359579106,16,25,fdnGHI
tktB,FALSE,+,2577658,2579661,-0.429645307,-0.269959089,0.244608845,0.273137228,16,26,talA-tktB
ycjT,FALSE,+,1375908,1378175,-0.429272907,-0.25002287,0.167236661,0.22002206,9,15,ycjMNOPQRSTUV-ymjB
yjbJ,FALSE,+,4257260,4257469,-0.429057882,-0.585826844,0,0,1,1,yjbJ
ycgY,FALSE,+,1244383,1244823,-0.428874011,-0.327642047,0.167753653,0.204094115,4,2,ycgY
frdA,FALSE,-,4378533,4380341,-0.428834151,-0.216375135,0.262946647,0.282709427,11,22,frdABCD
galK,FALSE,-,788054,789202,-0.428802881,-0.551146119,0.166207643,0.217890364,8,7,galETKM
glcA,FALSE,-,3117619,3119301,-0.428721046,-0.288387818,0.114997578,0.222657142,9,18,glcDEFGBA
ygiM,FALSE,+,3199229,3199849,-0.428664017,-0.191978276,0.371078988,0.375363035,5,4,ygiM-cca
galM,FALSE,-,787020,788060,-0.428411166,-0.425377396,0.122345931,0.272105916,12,13,galETKM
yhjD,FALSE,+,3671385,3672398,-0.428133772,-0.43076502,0.178135281,0.21145716,15,8,yhjD
yiaM,FALSE,+,3742351,3742824,-0.427994986,-0.246508701,0.306368573,0.086016493,3,2,yiaKLMNO-lyxK-sgbHUE
ldtD,FALSE,+,980270,982117,-0.427802367,-0.200751133,0.167749346,0.274305103,15,10,ldtD
ansB,FALSE,-,3097704,3098750,-0.427758635,-0.479974876,0.379603314,0.54551297,5,9,ansB
tyrA,FALSE,-,2736970,2738091,-0.427660432,-0.788509768,0.051002364,0.515036298,3,6,aroF-tyrA
rlmC,FALSE,+,897741,898868,-0.427072497,-0.436820586,0.147421832,0.132056107,8,6,ybjO-rlmC
tdcE,FALSE,-,3258146,3260440,-0.427071298,-0.454289134,0.250493237,0.187073665,10,14,tdcABCDEFG
yfiB,FALSE,+,2741647,2742129,-0.426872985,-0.568695272,0.058135284,0.184585131,3,7,yfiR-dgcN-yfiB
hsrA,FALSE,-,3937208,3938635,-0.42657795,-0.186603493,0.149041845,0.073439532,8,10,yieP-hsrA
eutJ,FALSE,-,2567523,2568359,-0.42637418,-0.573426083,0.270257753,0.514065165,8,12,eutNEJG
glcB,FALSE,-,3119656,3121827,-0.425847056,-0.184900147,0.117038539,0.200987676,18,19,glcDEFGBA
yegK,FALSE,-,2149735,2150496,-0.425841408,-0.201349678,0.208362642,0.2951599,4,11,yegLK
yehU,FALSE,-,2210981,2212666,-0.425826047,-0.269429472,0.437294118,0.331144936,8,17,yehUT
rmf,FALSE,+,1014938,1015105,-0.425736539,NA,0.058363906,NA,2,0,rmf
rbsR,FALSE,+,3936250,3937242,-0.42563101,-0.570845041,0.181773203,0.309674228,3,7,rbsDACBKR
yhbS,FALSE,-,3298277,3298780,-0.425470164,-0.676603447,0,0.790181808,1,7,yhbTS
hisB,FALSE,+,2091492,2092559,-0.42543332,-0.464718922,0.121557995,0.295892039,2,7,hisLGDCBHAFI
umpH,FALSE,-,698797,699549,-0.425026907,-0.617250002,0.24239577,0.384681174,3,3,nagBAC-umpH
fhuA,FALSE,+,167484,169727,-0.424973797,-0.409405875,0.33240354,0.249939603,25,21,fhuACDB
sroH,FALSE,-,4188350,4188510,-0.424687573,NA,0,NA,1,0,sroH
yceK,FALSE,+,1112802,1113029,-0.424587317,-0.577869107,0,0.612579647,1,2,yceK
proC,FALSE,-,404059,404868,-0.424519004,-0.231115568,0.160666486,0.193741398,4,6,proC
ugpC,FALSE,-,3586133,3587203,-0.424358083,-0.270154179,0.18094142,0.325147589,6,10,ugpBAECQ
yccX,FALSE,+,1029287,1029565,-0.424338127,-0.71537492,0.19877805,0.143463765,5,5,yccX
ycaD,FALSE,+,945094,946242,-0.424338058,-0.068689001,0.149448497,0.100207982,5,7,ycaD
sgbE,FALSE,+,3748109,3748804,-0.424289855,-0.625622593,0.131281205,0.281283786,3,2,yiaKLMNO-lyxK-sgbHUE
acpH,FALSE,-,423561,424142,-0.424255331,-0.367494747,0.115175792,0.143153491,7,5,acpH
yneG,FALSE,-,1609990,1610349,-0.424205045,-0.272685766,0.161598275,0.270552651,3,5,yneHG
ydcS,FALSE,+,1509678,1510823,-0.423984532,-0.353972286,0.162773724,0.151830591,8,11,ydcSTUV-patD
btuR,FALSE,-,1325791,1326381,-0.423812214,-0.409218078,0.204073875,0.433265681,2,8,yciK-btuR
dsdX,FALSE,+,2475869,2477206,-0.423791078,-0.344696421,0.122871624,0.258336678,7,14,dsdXA
garK,FALSE,-,3268647,3269873,-0.423590763,-0.387082059,0.120724417,0.32852268,6,16,garPLRK-rnpB
mak,FALSE,+,409368,410276,-0.423458215,-0.440575293,0.210164093,0.345230062,2,10,mak
yecN,FALSE,+,1950290,1950685,-0.423337779,-0.464419016,0.08045104,0.245684425,3,2,yecN-cmoAB
ampE,FALSE,+,119281,120135,-0.422949693,-0.337449665,0.178702322,0.510430971,4,3,ampDE
purR,FALSE,+,1735868,1736893,-0.422716917,-0.385351219,0.325161146,0.451604377,8,9,purR
wcaJ,FALSE,-,2118184,2119578,-0.422664653,-0.366761607,0.109297591,0.30171434,3,15,wcaCDEF-gmd-fcl-gmm-wcaI-cpsBG-wcaJ-wzxC
purH,FALSE,-,4203966,4205555,-0.422633389,-0.42464661,0.296187864,0.462453175,16,10,purHD
satP,FALSE,-,9928,10494,-0.422572551,-0.217258277,0.018598697,0.09802671,2,8,satP
ygcO,FALSE,+,2891941,2892201,-0.422525828,-0.596964241,0.236464615,0.142159566,5,2,ygcNOP
ascB,FALSE,+,2839012,2840436,-0.422522854,-0.445019218,0.340497882,0.291396324,7,11,ascFB
dkgB,FALSE,+,229167,229970,-0.422176236,-0.455104712,0.024870216,0.158974399,2,5,dkgB
